representacion,clasificador,carga_train,carga_test,distancia_carga,fold,n_train,n_test,exactitud,f1_macro,f1_Normal,f1_IR,f1_B,f1_OR,segundos_ajuste,segundos_prediccion,en_comparacion
estadisticos,RandomForest,2,1,1,2,1192,295,0.9966101694915256,0.9963233306299,1.0,0.9927007299270072,0.9925925925925926,1.0,1.2929476000135764,0.1051259999512694,True
estadisticos,RandomForest,2,1,1,3,1194,296,0.9966216216216216,0.9962684489000276,1.0,0.9925925925925926,0.9924812030075189,1.0,1.3078330000280405,0.142104799975641,True
estadisticos,RandomForest,2,1,1,4,1198,291,0.986254295532646,0.9848345588235294,1.0,0.9705882352941176,0.96875,1.0,1.2820336999720894,0.1038167999940924,True
estadisticos,RandomForest,2,2,0,0,1178,311,1.0,1.0,1.0,1.0,1.0,1.0,1.2187085000332445,0.18205719999969,True
estadisticos,RandomForest,2,2,0,1,1194,295,0.9898305084745764,0.9888864497008946,1.0,0.978102189781022,0.9774436090225564,1.0,1.2532842999789864,0.1844102999893948,True
estadisticos,RandomForest,2,2,0,2,1192,297,0.9932659932659932,0.9925921861281826,1.0,1.0,0.9852941176470588,0.9850746268656716,1.334238500043284,0.1142181999748572,True
estadisticos,RandomForest,2,2,0,3,1194,295,0.9966101694915256,0.9962954832336316,1.0,0.9924812030075189,0.9927007299270072,1.0,1.3266249999869617,0.1131980000063777,True
estadisticos,RandomForest,2,2,0,4,1198,291,0.9965635738831616,0.9962119038053148,1.0,1.0,0.9923664122137404,0.9924812030075189,1.2499012000043876,0.1345564000075683,True
estadisticos,RandomForest,2,3,1,0,1178,311,0.9871382636655948,0.9861758425588212,1.0,0.9787234042553192,0.972972972972973,0.993006993006993,1.2231236000079662,0.1105384000111371,True
estadisticos,RandomForest,2,3,1,1,1194,299,0.9732441471571908,0.9707231694259122,1.0,0.9577464788732394,0.9473684210526316,0.9777777777777776,1.2965952000231482,0.140409699990414,True
estadisticos,RandomForest,2,3,1,2,1192,294,0.9829931972789115,0.9814774161681576,1.0,0.9635036496350364,0.962406015037594,1.0,1.2385657000122592,0.1101644000154919,True
estadisticos,RandomForest,2,3,1,3,1194,299,0.9832775919732442,0.9818202133540336,1.0,0.9925925925925926,0.9645390070921984,0.9701492537313432,1.2932449999498203,0.116022200032603,True
estadisticos,RandomForest,2,3,1,4,1198,291,0.993127147766323,0.992422502870264,1.0,0.9846153846153848,0.9850746268656716,1.0,1.3054869000334293,0.1364742000005208,True
estadisticos,RandomForest,3,0,3,0,1183,264,0.7537878787878788,0.7789543789543789,0.945054945054945,0.7846153846153846,0.6285714285714286,0.7575757575757576,1.2617606000276282,0.1120719000464305,True
estadisticos,RandomForest,3,0,3,1,1195,249,0.7911646586345381,0.8090566683787023,0.9777777777777776,0.7454545454545455,0.7333333333333333,0.7796610169491526,1.2847512000007557,0.1112846999894827,True
estadisticos,RandomForest,3,0,3,2,1200,249,0.7871485943775101,0.8065595080488673,0.9195402298850576,0.8067226890756303,0.7071823204419889,0.7927927927927928,1.2822174999746494,0.1525871999911032,True
estadisticos,RandomForest,3,0,3,3,1195,249,0.7590361445783133,0.7794662996983314,0.8641975308641975,0.7692307692307693,0.6774193548387096,0.8070175438596491,1.3282213000347838,0.1255406999844126,True
estadisticos,RandomForest,3,0,3,4,1203,244,0.7745901639344263,0.7942452284557548,0.989010989010989,0.7142857142857143,0.7017543859649122,0.7719298245614035,1.3234035999630578,0.0950625000405125,True
estadisticos,RandomForest,3,1,2,0,1183,311,0.9260450160771704,0.9186252715177844,1.0,0.8188976377952756,0.8625,0.993103448275862,1.2896564999828115,0.1221297000302001,True
